3998,5,0,0,c
4000,5,0,0,c
4171,5,0,0,c
4501,5,0,0,c
4645,5,0,0,c
4891,5,0,0,c
4939,3,2,0,a
4957,5,0,0,c
4971,5,0,0,c
4999,5,0,0,c
5124,3,2,0,a
5220,5,0,0,c
5273,5,0,0,c
5319,5,0,0,c
5325,3,2,0,a
5327,5,0,0,c
5422,5,0,0,c
5485,2,3,0,a
5663,5,0,0,c
5740,5,0,0,c
5788,3,1,1,a
5825,5,0,0,c
5913,5,0,0,c
5924,5,0,0,c
5944,4,1,0,a
5946,5,0,0,c
6353,5,0,0,c
6360,5,0,0,c
6378,3,2,0,a
6417,5,0,0,c
6432,4,1,0,a
6434,5,0,0,c
6438,4,1,0,a
6440,5,0,0,c
6485,5,0,0,c
6514,5,0,0,c
6666,4,1,0,a
6697,5,0,0,c
6761,5,0,0,c
6771,5,0,0,c
6803,5,0,0,c
6848,5,0,0,c
6857,5,0,0,c
6914,4,0,1,a
6928,4,0,1,a
6960,5,0,0,c
6985,5,0,0,c
6988,5,0,0,c
6992,5,0,0,c
7062,4,0,1,a
10143,5,0,0,c
10182,4,0,1,a
10206,5,0,0,c
11869,3,2,0,a
11897,5,0,0,c
11925,5,0,0,c
11962,5,0,0,c
11968,2,3,0,a
12733,5,0,0,c
12741,2,3,0,a
12784,5,0,0,c
12799,5,0,0,c
12803,5,0,0,c
12807,1,3,1,a
12815,5,0,0,c
12817,1,0,4,a
12868,5,0,0,c
12892,4,0,1,a
12895,5,0,0,c
12901,5,0,0,c
12924,4,1,0,a
12926,5,0,0,c
12938,2,2,1,a
12942,5,0,0,c
12972,4,1,0,a
12989,2,0,3,a
4185,1,3,1,a
4367,0,5,0,w
4368,1,4,0,a
4510,2,3,0,a
5052,0,5,0,w
5155,1,3,1,a
5156,0,5,0,w
5165,2,3,0,a
5244,1,3,1,a
5251,0,4,1,a
5341,4,1,0,a
5540,0,4,1,a
5589,0,4,1,a
5593,3,2,0,a
6563,1,4,0,a
6811,4,1,0,a
6842,3,1,1,a
11786,0,5,0,w
12787,4,1,0,a
5186,0,1,4,a
5374,0,2,3,a
5385,0,3,2,a
6815,1,0,4,a
7055,4,0,1,a
