3998,9,0,0,c
4000,9,0,0,c
4171,9,0,0,c
4185,5,4,0,a
4368,6,3,0,a
4501,9,0,0,c
4645,8,1,0,a
4891,9,0,0,c
4957,9,0,0,c
4971,9,0,0,c
4999,9,0,0,c
5124,5,3,1,a
5155,5,4,0,a
5220,7,2,0,a
5273,9,0,0,c
5319,7,2,0,a
5327,8,0,1,a
5422,9,0,0,c
5485,5,4,0,a
5589,5,3,1,a
5663,9,0,0,c
5740,9,0,0,c
5788,5,1,3,a
5825,9,0,0,c
5913,8,1,0,a
5924,9,0,0,c
5944,9,0,0,c
5946,9,0,0,c
6353,9,0,0,c
6360,9,0,0,c
6378,8,1,0,a
6417,9,0,0,c
6434,9,0,0,c
6438,9,0,0,c
6440,9,0,0,c
6485,9,0,0,c
6514,9,0,0,c
6697,9,0,0,c
6761,9,0,0,c
6771,9,0,0,c
6803,9,0,0,c
6811,8,1,0,a
6848,9,0,0,c
6857,9,0,0,c
6914,9,0,0,c
6928,6,0,3,a
6960,9,0,0,c
6985,9,0,0,c
6988,8,0,1,a
6992,9,0,0,c
7055,5,2,2,a
7062,8,0,1,a
10143,7,2,0,a
10182,8,0,1,a
10206,9,0,0,c
11869,9,0,0,c
11897,9,0,0,c
11925,9,0,0,c
12733,9,0,0,c
12784,9,0,0,c
12787,8,1,0,a
12799,9,0,0,c
12803,8,1,0,a
12807,4,5,0,a
12815,7,0,2,a
12868,8,1,0,a
12892,8,0,1,a
12895,8,0,1,a
12901,7,2,0,a
12924,6,3,0,a
12926,9,0,0,c
12938,6,3,0,a
12942,9,0,0,c
12972,6,3,0,a
12989,4,0,5,a
4367,0,9,0,w
4510,2,6,1,a
4939,3,6,0,a
5052,0,9,0,w
5156,0,9,0,w
5165,1,8,0,a
5244,4,5,0,a
5251,1,8,0,a
5325,4,5,0,a
5341,3,6,0,a
5540,1,6,2,a
5593,4,4,1,a
6432,7,2,0,a
6563,0,9,0,w
6666,6,1,2,a
6842,3,3,3,a
11786,0,9,0,w
11962,8,1,0,a
11968,3,5,1,a
12741,3,6,0,a
5186,0,0,9,a
5374,2,4,3,a
5385,4,0,5,a
6815,3,0,6,a
12817,4,0,5,a
